,precision,recall,f1-score,support
1,0.7032307413073353,0.8539246245395297,0.7712859742918894,63522.0
2,0.6588796695274385,0.5411602977522338,0.5942460715748228,68379.0
3,0.5465347982669421,0.6969414397612831,0.6126417820219884,42896.0
4,0.8293135435992579,0.15209254848587955,0.25704427832087406,14695.0
5,0.0,0.0,0.0,1200.0
accuracy,0.647001447360141,0.647001447360141,0.647001447360141,0.647001447360141
macro avg,0.5475917505401948,0.4488237821077853,0.44704362124191493,190692.0
weighted avg,0.6573693458644888,0.647001447360141,0.6276337095354008,190692.0
