,precision,recall,f1-score,support
1,0.6752023366257163,0.9534806838575611,0.7905680572234115,63522.0
2,0.8895761130365236,0.48798607759692303,0.6302448790714805,68379.0
3,0.7778837767117314,0.6653067885117493,0.7172044632086851,42896.0
4,0.5942899101589495,0.9363048656005444,0.7270853700425397,14695.0
5,0.32967032967032966,1.0,0.49586776859504134,1200.0
accuracy,0.7207066893209993,0.7207066893209993,0.7207066893209993,0.7207066893209993
macro avg,0.6533244932406501,0.8086156831133555,0.6721941076282316,190692.0
weighted avg,0.7667617150781353,0.7207066893209993,0.7098291601423409,190692.0
