"Value (CH 1, SKT100C)_Now",ch1(O)_Now,ch2(O)_Now,ch3(O)_Now,ch4(O)_Now,ch5(O)_Now,ch6(O)_Now,ch7(O)_Now,ch8(O)_Now,ch9(O)_Now,ch10(O)_Now,ch11(O)_Now,ch12(O)_Now,ch13(O)_Now,ch14(O)_Now,ch15(O)_Now,ch16(O)_Now,workload_Future,"   _Vind,_kias _Now","   Vtrue,_ktgs _Now","   _wind,speed _Now","   _wind,__dir _Now","   _elev__up,stick _Now","   _elev__down,stick_Now","   ailrn,stick _Now","   ruddr,_surf _Now","   nwhel,steer _Now","   _trim,_elev _Now","   _flap,postn _Now","   pitch,__deg__up_Now","   pitch,__deg__up.1_Now","   _roll,__deg _Now","   hding,_true _Now","   alpha,__deg _Now","   _beta,__deg _Now","   __alt,ftmsl _Now","   ___on,runwy _Now","   _dist,___ft _Now","   thro1,_part _Now","P-P (CH 3, RSP100C)_Now","BPM (CH 3, RSP100C)_Now","P-P (CH 9, PPG100C).1_Now","Value (CH 9, PPG100C).1_Now",HR(EDA100C)_Now,"Value (CH13, Alpha of CH 7).1_Now","Value (CH14, Beta of CH 7)_Now","Value (CH15, Theta of CH 7).1_Now","Value (CH18, Alpha of CH 8).1_Now","Value (CH19, Beta of CH 8)_Now","Value (CH20, Theta of CH 8).1_Now",h_Now,s_Now,v_Now
-1.062448337,-0.665157858,-0.338239545,-0.233192959,0.037284037,0.515104399,0.301275591,0.875476475,-0.053778309,-0.088069362,0.488271424,0.193302753,0.248006718,0.070872697,0.019530003,-0.542950049,-0.546216537,3,-1.959431345,-1.783067442,-2.7455301,-1.903278431,-0.365300419,0.361415843,0.364778072,0.27277211,3.334219857,2.38308897,-0.445780836,-0.15154063,0.654928769,-0.447086438,0.965418562,0.758152302,-4.531938792,-2.444717264,1,-1.68622945,1.735659175,-0.621337928,-0.535969588,0.911611048,-1.151632249,-0.102073545,6.996190608,2.280545474,10.66478567,5.405616916,-0.788277953,10.78121892,-1.18255495,-1.114039943,-1.635698494
-1.051955035,-0.70852207,-0.372522744,-0.257557128,0.023424353,0.510758377,0.354159429,0.82840202,-0.059338763,-0.078738009,0.46398156,0.223149987,0.297308955,0.086002521,0.02663501,-0.511997984,-0.483508265,3,-1.657129824,-1.558014321,-2.74395651,-1.924517763,0.472172793,0.361415843,0.387443369,-0.329550121,-0.109089857,2.38308897,-0.445780836,-0.19763169,0.654928769,-0.401998849,0.969287214,0.65206215,-1.995567791,-2.444714178,1,-1.684370184,1.735659175,-0.621337928,-0.535969588,0.733119553,-1.38942719,0.207897788,6.855528988,1.924855638,10.58589699,5.493081655,-0.666083917,10.69643158,-1.369891379,-1.416125658,-1.767606705
-1.043560393,-0.739381332,-0.40013634,-0.2810293,0.002290365,0.493901431,0.398910361,0.767311634,-0.071982275,-0.074095985,0.425892772,0.233867878,0.340277658,0.077144905,0.007941111,-0.492289825,-0.425116185,3,-1.37116725,-1.370002259,-2.641414223,-1.943658511,2.420752045,0.361415843,0.387443369,-0.919413704,-0.109089857,2.38308897,-0.445780836,1.252354498,0.654928769,-0.344140148,0.97277363,3.498306642,0.10208194,-2.443561365,1,-1.682404222,1.735659175,-0.621337928,-0.535969588,2.155293679,-1.422741458,2.283124568,4.684823183,1.772599066,8.773726097,3.311889874,0.180248971,9.535992354,-1.85268209,-2.214828593,-2.008114006
-1.037963965,-0.754945192,-0.418106329,-0.299113689,-0.022709155,0.467101777,0.438086864,0.694750765,-0.090015901,-0.07337848,0.376318492,0.226867137,0.378299387,0.046247099,-0.034747697,-0.484824274,-0.376459316,3,-1.131070906,-1.262485796,-2.146730274,-1.947718575,2.932643304,0.361415843,0.387443369,0.093574244,-0.109089857,2.38308897,-0.445780836,1.860035944,0.654928769,-0.148429307,0.973513077,3.078790624,-0.322255166,-2.43653894,1,-1.680364714,1.735659175,0.612878386,2.386616616,1.516178995,-0.236064296,2.083710022,3.859850407,2.661088436,9.011981223,3.175466232,0.330222371,9.439152591,-1.876338383,-2.207055464,-2.051693548
-1.029569323,-0.754953655,-0.425750944,-0.309024025,-0.048366982,0.434129202,0.474162238,0.614522754,-0.111154452,-0.075569591,0.318996853,0.206209454,0.413249351,-0.001307445,-0.095317299,-0.488620727,-0.340572992,3,-0.910695398,-1.227853426,-1.757050799,-1.941270361,-0.343163514,0.361415843,-0.4159445,0.352316146,-0.109089857,2.38308897,-0.445780836,2.190069518,0.654928769,0.019050115,0.972338525,1.863840425,-0.323845546,-2.423105049,1,-1.67829184,1.735659175,0.612878386,2.386616616,1.14480154,1.48823621,1.768869803,1.46495743,1.175690812,4.585660401,1.995826521,-0.485268978,5.740926464,-1.893779132,-2.270805704,-2.035530547
-1.025372002,-0.739240169,-0.423101256,-0.309410554,-0.072946631,0.39739419,0.507926512,0.52902206,-0.134048503,-0.080352018,0.25637255,0.174568267,0.446028135,-0.061688059,-0.168971108,-0.503094738,-0.319371137,3,-0.782495742,-1.204505778,-1.757050799,-1.910720029,-0.365300419,0.247746962,1.900142237,0.60383273,-0.109089857,2.38308897,-0.445780836,2.46314015,0.654928769,-0.057476221,0.966774094,1.847363351,-1.358069375,-2.406368032,1,-1.676204062,1.735659175,0.359061013,-0.375878448,-0.703449038,1.930511823,0.984641969,0.035016237,1.267055258,1.727569989,0.939191977,0.051051488,2.805401065,-1.854402334,-2.264397112,-2.025595539
-1.021874235,-0.708109772,-0.41109979,-0.300063565,-0.095420804,0.358940695,0.538701008,0.440421735,-0.157851736,-0.088052477,0.19077342,0.134378723,0.476736354,-0.130799306,-0.250088958,-0.527655639,-0.314290317,3,-0.732136315,-1.190522886,-1.74680844,-1.903481735,-0.365300419,-2.993597688,-0.429194307,-0.055873891,-0.109089857,2.38308897,-0.445780836,2.376465107,0.654928769,-0.264075779,0.963523455,1.151286183,-2.305130831,-2.387526313,1,-1.674097865,1.735659175,0.359061013,-0.375878448,-0.97694407,0.358997439,1.430518214,0.194151948,1.132772236,1.323415562,1.248869642,-0.547772546,2.051450602,-1.970346717,-2.336167558,-2.045126343
-1.012080486,-0.66512882,-0.392962941,-0.283659973,-0.116018567,0.320117401,0.5652025,0.35066795,-0.182404296,-0.09904013,0.12433771,0.08861122,0.504980944,-0.203871408,-0.332567073,-0.5600261,-0.322963119,3,-0.702353846,-1.155045586,-1.729311452,-1.936614633,-0.365300419,-2.882671336,-0.311377114,-0.247053106,-0.109089857,2.38308897,-0.445780836,2.171399266,0.654928769,-0.307865043,0.966257234,1.161669062,-0.827685469,-2.369507912,1,-1.67198938,1.735659175,0.359061013,-0.375878448,-1.748487924,-0.746117206,0.675534586,0.311256196,1.161616565,1.894290311,1.425830425,0.245214002,1.895811515,-1.907215937,-2.254281816,-2.060496532
-1.003685844,-0.613157621,-0.371781129,-0.26295332,-0.135273702,0.281452148,0.584977209,0.261106811,-0.208403227,-0.114495226,0.058722534,0.038978973,0.529449642,-0.27697401,-0.410876909,-0.598730926,-0.343711681,3,-0.668347503,-1.110042915,-1.713113631,-1.950012947,-0.365300419,-3.560487718,0.336159633,0.177648611,-0.109089857,2.38308897,-0.445780836,1.913733992,0.654928769,-0.382636963,0.965641498,0.956067777,-1.02964562,-2.35275016,1,-1.669861334,1.735659175,0.359061013,-0.375878448,-0.945276221,-1.567486202,-0.19649465,-0.105732525,0.164169941,1.101810398,1.843760346,0.308039904,1.269331121,-2.06382007,-2.409540811,-2.089520974
-0.996690309,-0.556473084,-0.351139542,-0.241497994,-0.15403634,0.242841505,0.596379433,0.172692419,-0.23691569,-0.13521566,-0.004826062,-0.012812727,0.549036694,-0.346644397,-0.480798301,-0.64151156,-0.372944366,3,-0.625850034,-1.068613659,-1.69798966,-1.956723998,-0.365300419,-1.233145949,0.123234877,0.257952231,-0.109089857,2.38308897,-0.445780836,2.089296356,0.654928769,-0.255632906,0.964010488,1.44963814,-0.881891621,-2.336940344,1,-1.667709564,1.735659175,-0.874484713,1.538338343,0.560385862,-1.825958964,0.287311139,0.315032347,-0.747045662,1.162751377,1.913358496,0.211691225,1.330609249,-2.067143686,-2.394730075,-2.084448871
-0.991093881,-0.499297032,-0.334793107,-0.222962253,-0.173092815,0.203664235,0.597112644,0.08631015,-0.269752006,-0.162654129,-0.064995328,-0.065555296,0.561958967,-0.409312017,-0.538020302,-0.686468795,-0.407755668,3,-0.584640421,-1.047859838,-1.681648433,-1.959300944,-0.365300419,-1.301078481,0.207155566,0.164580954,-0.109089857,2.38308897,-0.445780836,2.268538594,0.654928769,-0.415669929,0.961396844,1.393208089,-1.454432529,-2.31962718,1,-1.665533341,1.735659175,-0.874484713,1.538338343,1.380870928,-0.823084653,-0.607715416,0.277706548,-0.588382157,0.888344823,2.529303605,0.566376264,1.286201,-2.12921266,-2.405807962,-2.093525472
-0.988295667,-0.445259835,-0.324899127,-0.209724208,-0.192919672,0.16326859,0.587570648,0.002263801,-0.30775588,-0.196776006,-0.121415358,-0.118255252,0.567942239,-0.463583241,-0.582109223,-0.731725643,-0.445016087,3,-0.553743392,-1.043596794,-1.66351299,-1.976690051,-0.365300419,-1.301078481,0.041360964,-0.052183068,-0.109089857,2.38308897,-0.445780836,2.483117382,0.654928769,-0.319028604,0.96114266,1.38033621,-1.280458759,-2.300590141,0,-1.663350773,1.735659175,-0.722093701,0.850021011,0.600690383,-0.469264162,-0.280508553,0.152933809,-0.45832666,0.582554062,2.274367391,0.173538555,0.968441147,-2.076138053,-2.286401616,-2.03551456
-0.971506383,-0.399832865,-0.326017582,-0.206277501,-0.214151425,0.120308458,0.565239813,-0.078166268,-0.353670252,-0.239812336,-0.172403696,-0.169842437,0.564246742,-0.50515132,-0.609231035,-0.77527002,-0.482532442,3,-0.536391922,-1.056313348,-1.643913187,-2.000224148,-0.365300419,-1.293230205,-0.093521635,-0.095390157,-0.109089857,2.38308897,-0.445780836,2.712212954,0.654928769,-0.378119397,0.961731252,1.36795565,-0.952430869,-2.279785709,0,-1.661179821,1.735659175,-0.722093701,0.850021011,-0.378133907,-0.495685822,-0.607715416,-0.255239053,-1.163916461,0.80652518,1.917391453,-0.220896174,0.802729182,-1.915175072,-2.202685418,-1.997307774
-0.961013081,-0.36462794,-0.33781141,-0.212784311,-0.236702571,0.074589825,0.533284448,-0.155056342,-0.406683025,-0.290247714,-0.218581345,-0.219774859,0.552192698,-0.535180718,-0.623454769,-0.816005213,-0.518828085,3,-0.533164503,-1.077663878,-1.622659739,-2.018466203,-0.365300419,-4.793852023,-0.570807651,0.196469412,-0.109089857,2.38308897,-0.445780836,2.679399041,0.654928769,-0.434635693,0.961044173,0.771572855,-1.076364516,-2.257226697,0,-1.659019781,1.735659175,-0.781943636,0.958688807,0.793576354,-1.035606699,-0.454936153,-0.282136866,-1.482411948,0.301014332,1.563425404,-0.067831295,0.587826541,-1.936884647,-2.290325142,-1.992106123
-0.950519779,-0.344275987,-0.363308153,-0.232581775,-0.260911651,0.025164528,0.491713053,-0.227109226,-0.46805264,-0.349122927,-0.258995678,-0.266925927,0.530263929,-0.550995092,-0.624967193,-0.852137364,-0.553043052,3,-0.535255898,-1.058437329,-1.602109429,-2.031631872,-0.365300419,-5.134325981,-0.174777446,0.068308169,-0.109089857,2.38308897,-0.445780836,2.261171313,0.654928769,-0.424228676,0.959565066,0.586420008,-1.365078519,-2.235797498,0,-1.656859348,1.735659175,-0.781943636,0.958688807,0.793576354,-0.780580243,0.387691791,0.339708041,-0.789793562,0.268191131,1.150640468,0.471624606,0.378774928,-1.873602299,-2.310940187,-1.941611579
